Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Experiment]	Term Source REF	Term Accession Number	Factor Value[LTP]	Term Source REF	Term Accession Number
150408_Popeye_MLH_AC_STARD2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_STARD2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_STARD2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_STARD2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_STARD2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_STARD2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_STARD2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	STARD2		
150408_Popeye_MLH_AC_TTPA_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPA_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPA_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPA		
150408_Popeye_MLH_AC_TTPAL_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150408_Popeye_MLH_AC_TTPAL_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150408_Popeye_MLH_AC_TTPAL_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	TTPAL		
150409_Popeye_MLH_AC_C8G_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_neg_B1	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_neg_B1	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_C8G_pos_B1	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_C8G_pos_B1	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	C8G		
150409_Popeye_MLH_AC_GM2A_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_GM2A_pos_B1	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_GM2A_pos_B1	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	GM2A		
150409_Popeye_MLH_AC_RBP1_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_neg_B1	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_neg_B1	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_RBP1_pos_B1	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_RBP1_pos_B1	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP1		
150409_Popeye_MLH_AC_SCP2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_SCP2_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	SCP2		
150409_Popeye_MLH_AC_SCP2_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_SCP2_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	SCP2		
150409_Popeye_MLH_AC_SCP2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_SCP2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	SCP2		
150409_Popeye_MLH_AC_SCP2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150409_Popeye_MLH_AC_SCP2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	SCP2		
