datetime,label,additional_layers,pocket_attention,exclusion_set,number_of_parameters,third_layers_in_mlps,cross_attention,bilinear_fusion,adversarial_grl,adv_weight,adv_lambda,adv_deep,adv_lipid,adv_protein,adv_lambda_ramp,adv_lambda_ramp_by_fit,dann_family,dann_weight,dann_lambda,dann_class_conditional,dann_lambda_ramp,dann_lambda_ramp_by_fit,chem_prior,chem_neighbours,lipid_propensity_weight,chem_adversary,chem_weight,chem_lambda,chem_lambda_ramp,chem_lambda_ramp_by_fit,pocket_compat_prior,compatibility_input,compatibility_split_input,compat_input_parts,compat_extent_bins,pair_descriptors,pair_descriptor_pocket_shares,pair_descriptor_pocket_shares_split,pair_descriptor_pocket_shares_coarse,pair_descriptor_extent,pair_descriptor_occupancy,pair_descriptor_flatten,pair_descriptors_only,descriptors_head,two_pair_descriptors_paths,good_descriptors,bad_descriptors,descriptors_in_protein_lipid,no_embeddings,no_protein_geometry,lipid_path_handicap,lipid_path_weight,lipid_path_weight_ramp_epochs,balanced_lipid_classes,fast_attention,protein_self_attention,lipid_self_attention,mlp_in_place_of_sa,double_attention,single_gat_layer,geometric_transformer,geometric_ipa_chunk_size,transformer_conv,gine_conv,protein_gine_residual,attention_residual_gates,protein_gat_residual,structured_sparsity,sparsity_mode,sparsity_lambda,target_sparsity,sparsity_gate_ffn,sparsity_gate_heads,sparsity_gate_blocks,sparsity_gate_third_layer,sparsity_gate_cross_attention,gate_all_mlp_hidden,gate_all_mlp_layers,no_ffns,mlp_widths,bilevel,bilevel_dropout,bilevel_lr,concrete_dropout_reg,concrete_dropout_weight_reg,protein_disable_pre_sa_mlp,protein_disable_post_sa_mlp,lipid_disable_post_sa_mlp,protein_gat_graph_norm,protein_output_graph_norm,lipid_gat_graph_norm,lipid_output_graph_norm,m,final_m,dropout,final_dropout,lr,weight_decay,hiddim,ep,checkpoint_window,seed,excluded_groups,double_coldsplit,mixed_coldsplit,lipid_coldsplit,coldsplit_share,excluded_subgroups,balance_excluded_group_negatives,balance_negatives_by_family,balanced_proteins,balanced_batches,negatives_per_positive,hard_negative_mining,hard_negative_share,test_group,cold_split,lipid_only,protein_only,batch,num_workers,lipid_fragments_treatment,protein_pooling,lipid_concat,lipid_random_choice,lipid_fragments_mask,lipid_first_fragment_only,eval_average_candidates,eval_candidates_per_pair,lipid_isomers,lipid_graph_isomers,ordinary_prot_pooling,prot_attention_pos_bias,prot_pooling_by_pockets,prot_pos_bias_per_head,attention_by_pockets,pocket_attention_sites,pocket_attention_self,pocket_attention_cross,protein_pockets_only,protein_residue_subsample,proteinmpnn_replace_esm3,proteinmpnn_embedding_dim,esmif1_replace_esm3,esmif1_embedding_dim,saprot_replace_esm3,saprot_embedding_dim,protein_extra_node_features,pocket_descriptors,pocket_descriptor_count,pocket_descriptors_family_neutral,protein_node_feature_count,bidirectional_edges,tanimoto_weight,class_weights,protein_group_weight,protein_class_weight,protein_class_sqrt_weight,protein_balance_weight,grab_loss,pu_loss,disable_early_stopping,testmode,pu_rho,pu_unlabeled_positive_fraction,pu_beta,pu_gamma,pu_tau,pu_loss_cap,focal_loss,focal_gamma,logit_adjustment,logit_adjustment_tau,type_opt,plmon,plm_sequential_compression,plm_compression_dim,plm_compression_dims,buryon,loss_type,rank_within_protein,pool_type,attention_pooling,attention_pooling_pocket_bias,swe_pooling,swe_reference_points,swe_freeze_reference,use_esm3_v2_embeddings,rnabang_replace_esm3,rnabang_full_protein_encoder,rnabang_with_esm3,rnabang_residual_with_esm3,rnabang_frozen_node_adapter,rnabang_residue_type_embedding,rnabang_edge_current,rnabang_edge_topk_by_area,rnabang_edge_deepsets,rnabang_edge_pna,rnabang_edge_quantiles,rnabang_edge_set_transformer,rnabang_embedding_dim,act_fn,HEADS,lr_warmup_cosine,lr_warmup_epochs,lr_min_factor,swa,swa_start_frac,swa_lr,save_checkpoint,save_model,save_dynamics,save_model_in_dynamics,training_duration_sec,epochs_completed,checkpoint_epoch,checkpoint_valid_balanced_accuracy,checkpoint_valid_sensitivity,checkpoint_valid_specificity,checkpoint_train_sensitivity,checkpoint_train_specificity,checkpoint_rolling_valid_balanced_accuracy,max_valid_balanced_accuracy_epoch,max_valid_balanced_accuracy,best_valid_F1,final_train_balanced_accuracy,final_valid_balanced_accuracy,checkpoint_to_final_drop,mean_valid_balanced_accuracy,auc_valid_balanced_accuracy,valid_balanced_accuracy_std,min_train_loss,final_train_loss,min_valid_loss,final_valid_loss,train_loss_reduction,valid_loss_reduction,epochs_to_checkpoint,epochs_since_checkpoint,mean_train_valid_gap,max_train_valid_gap,overfitting_onset_epoch,overfitting_epochs,nan_epoch_count,collapse_epoch_count,converged,run_status,training_sec_per_epoch,time_to_checkpoint_sec,max_valid_epoch_F1,max_valid_epoch_loss,max_valid_epoch_sensitivity,max_valid_epoch_specificity,max_valid_epoch_train_valid_gap,max_valid_epoch_centered_window_balanced_accuracy_mean,top5_valid_balanced_accuracy_mean,peak_width_001,last10_valid_balanced_accuracy_mean,last10_valid_balanced_accuracy_std,post_best_balanced_accuracy_slope,valid_balanced_accuracy_oscillation,max_valid_epoch_min_class_recall,max_valid_epoch_class_recall_gap,max_valid_epoch_gmean_recall,collapse_fraction,discovered_widths,discovered_dropout,total,real_positive,real_negative,label_positive_fraction,predicted_positive,predicted_negative,prediction_positive_fraction,TP,FP,TN,FN,accuracy,sensitivity,precision,specificity,IoU,FAR,F1,balanced_accuracy,loss,tb_status,tb_train_points,tb_valid_points,tb_train_last_accuracy,tb_train_last_balanced_accuracy,tb_train_last_F1,tb_train_last_loss,tb_valid_last_accuracy,tb_valid_last_balanced_accuracy,tb_valid_last_F1,tb_valid_last_loss,tb_valid_best_balanced_accuracy,tb_valid_min_loss,tb_last_balanced_accuracy_gap,warnings
2026-07-04 12:42:37,esm3_compression_19,0,1,groups_OSBP,1098455,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,3,"[""OSBP""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,0,19,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,13789.594800,150,2,0.642857,,,,,0.571429,2,0.642857,0.444444,0.995013,0.321429,0.321429,0.335000,0.334492,0.070370,0.009416,0.009493,0.542084,3.806208,0.620635,-3.264124,2,148,0.628343,0.779147,3,27,0,2,0,complete,91.930632,183.861264,0.444444,0.578970,0.500000,0.785714,0.079336,0.491071,0.578571,1,0.300000,0.028571,-0.000795,0.046740,0.500000,0.285714,0.626783,0.013333,,,17,4,13,0.235294,6,11,0.352941,1,5,8,3,0.529412,0.250000,0.166667,0.615385,0.111111,0.384615,0.200000,0.432692,0.585078,ok,150,150,0.995370,0.995013,0.995995,0.009493,0.500000,0.321429,0.000000,3.806208,0.642857,0.542084,0.673584,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 12:46:07,esm3_compression_19,0,1,groups_OSBP,1098455,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,4,"[""OSBP""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,0,19,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,12931.819293,150,2,0.761905,,,,,0.738095,6,0.785714,0.307692,0.991334,0.476190,0.285714,0.432937,0.431847,0.078408,0.014026,0.019686,0.422891,1.121802,0.617187,-0.404481,2,148,0.529245,0.680879,3,29,0,1,0,complete,86.212129,172.424257,0.307692,0.595782,1.000000,0.571429,0.027974,0.652381,0.742857,1,0.457143,0.014286,0.000338,0.049377,0.571429,0.428571,0.755929,0.006667,,,23,6,17,0.260870,13,10,0.565217,6,7,10,0,0.695652,1.000000,0.461538,0.588235,0.461538,0.411765,0.631579,0.794118,0.636227,ok,150,150,0.991440,0.991334,0.992642,0.019686,0.869565,0.476190,0.000000,1.121802,0.785714,0.422891,0.515144,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:11,esm3_sequential_compression,0,1,groups_CRAL-TRIO,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,0,"[""CRAL-TRIO""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,9689.937995,150,9,0.596667,,,,,0.593167,17,0.663056,0.774468,0.995646,0.548889,0.047778,0.520406,0.520362,0.044678,0.009695,0.013137,0.636022,2.974476,0.660621,-2.187184,9,141,0.439678,0.591318,3,46,0,0,0,complete,64.599587,581.396280,0.760181,0.653829,0.840000,0.486111,0.232684,0.548167,0.632444,1,0.538889,0.015335,-0.000029,0.042122,0.486111,0.353889,0.639010,0.000000,,,172,104,68,0.604651,135,37,0.784884,90,45,23,14,0.656977,0.865385,0.666667,0.338235,0.604027,0.661765,0.753138,0.601810,0.641339,ok,150,150,0.995947,0.995646,0.996383,0.013137,0.511628,0.548889,0.432432,2.974476,0.663056,0.636022,0.446757,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:12,esm3_sequential_compression,0,1,groups_CRAL-TRIO,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,1,"[""CRAL-TRIO""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,9526.839327,150,9,0.773333,,,,,0.712190,9,0.773333,0.807692,0.988584,0.486667,0.286667,0.545625,0.546190,0.053277,0.006248,0.033784,0.550404,2.469187,0.650211,-1.761597,9,141,0.410121,0.519606,3,39,0,1,0,complete,63.512262,571.610360,0.807692,0.550404,0.800000,0.746667,0.017224,0.674286,0.722667,1,0.545048,0.050255,-0.000089,0.044596,0.746667,0.053333,0.772873,0.006667,,,181,99,82,0.546961,101,80,0.558011,75,26,56,24,0.723757,0.757576,0.742574,0.682927,0.600000,0.317073,0.750000,0.720251,0.584697,ok,150,150,0.988660,0.988584,0.990027,0.033784,0.438889,0.486667,0.293706,2.469187,0.773333,0.550404,0.501917,undefined:pu_unlabeled_positive_fraction
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_GLTP,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,0,"[""GLTP""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,12420.670540,150,25,0.434982,,,,,0.433883,22,0.479853,0.444444,0.994290,0.293040,0.141941,0.302595,0.303184,0.060447,0.011919,0.015262,0.907138,8.353812,0.632850,-7.446674,25,125,0.658774,0.729288,6,38,0,0,0,complete,82.804470,2070.111757,0.301887,3.019900,0.190476,0.769231,0.441160,0.431502,0.443956,1,0.295788,0.010023,-0.000424,0.035321,0.190476,0.578755,0.382780,0.000000,,,55,39,16,0.709091,12,43,0.218182,4,8,8,35,0.218182,0.102564,0.333333,0.500000,0.085106,0.500000,0.156863,0.301282,3.901560,ok,150,150,0.994267,0.994290,0.994811,0.015262,0.163636,0.293040,0.080000,8.353812,0.479853,0.907138,0.701250,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_START,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,1,"[""START""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,12032.956090,150,139,0.547431,,,,,0.533685,102,0.555995,0.571429,0.994483,0.485288,0.062143,0.487529,0.487683,0.036730,0.008836,0.013894,0.745969,7.304157,0.637568,-6.558187,139,11,0.473287,0.587952,6,44,0,0,0,complete,80.219707,11150.539310,0.380952,5.471348,0.242424,0.869565,0.437507,0.525999,0.548529,3,0.512121,0.018713,0.000925,0.028884,0.242424,0.627141,0.459134,0.000000,,,121,101,20,0.834711,12,109,0.099174,12,0,20,89,0.264463,0.118812,1.000000,1.000000,0.118812,0.000000,0.212389,0.559406,6.712053,ok,150,150,0.994485,0.994483,0.994604,0.013894,0.245902,0.485288,0.178571,7.304157,0.555995,0.745969,0.509195,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_START,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,2,"[""START""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11981.775648,150,22,0.552827,,,,,0.525000,30,0.572917,0.654762,0.996304,0.469494,0.083333,0.487039,0.487156,0.031564,0.005886,0.007390,0.694421,10.319184,0.635189,-9.448830,22,128,0.477642,0.578804,2,38,0,2,1,complete,79.878504,1757.327095,0.254545,3.735567,0.145833,1.000000,0.386426,0.492708,0.567857,4,0.470015,0.005869,-0.000242,0.031060,0.145833,0.854167,0.381881,0.013333,,,124,104,20,0.838710,9,115,0.072581,9,0,20,95,0.233871,0.086538,1.000000,1.000000,0.086538,0.000000,0.159292,0.543269,3.119114,ok,150,150,0.996307,0.996304,0.996403,0.007390,0.217742,0.469494,0.020202,10.319183,0.572917,0.694421,0.526810,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_START,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,3,"[""START""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,12088.755780,150,18,0.530707,,,,,0.560162,17,0.652121,0.608108,0.995405,0.480202,0.050505,0.494427,0.495026,0.035377,0.010192,0.010242,0.935768,6.843899,0.644649,-5.908130,18,132,0.460438,0.545951,3,46,0,2,0,complete,80.591705,1450.650694,0.583333,1.293551,0.424242,0.880000,0.222913,0.530747,0.600727,2,0.485273,0.017083,-0.000164,0.029247,0.424242,0.455758,0.611010,0.013333,,,124,101,23,0.814516,22,102,0.177419,19,3,20,82,0.314516,0.188119,0.863636,0.869565,0.182692,0.130435,0.308943,0.528842,2.038263,ok,150,150,0.995383,0.995405,0.995500,0.010242,0.217742,0.480202,0.076190,6.843899,0.652121,0.935768,0.515203,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_START,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,4,"[""START""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,12076.605689,150,81,0.663542,,,,,0.645417,41,0.713542,0.840000,0.987000,0.631250,0.032292,0.580431,0.581016,0.068697,0.012881,0.035355,0.512531,1.085129,0.660127,-0.379759,81,69,0.372757,0.564723,4,41,0,0,0,complete,80.510705,6521.367072,0.815642,0.765002,0.760417,0.666667,0.239248,0.603125,0.696250,1,0.566667,0.048302,-0.000189,0.058997,0.666667,0.093750,0.712000,0.000000,,,127,104,23,0.818898,65,62,0.511811,58,7,16,46,0.582677,0.557692,0.892308,0.695652,0.522523,0.304348,0.686391,0.626672,1.942676,ok,150,150,0.987013,0.987000,0.987410,0.035355,0.682540,0.631250,0.777778,1.085129,0.713542,0.512531,0.355750,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_lipocalin,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,0,"[""lipocalin""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11942.779673,150,31,0.524396,,,,,0.515411,20,0.573188,0.535032,0.995203,0.371739,0.152657,0.455538,0.455724,0.042647,0.009112,0.015686,0.818318,3.665054,0.651565,-2.846736,31,119,0.495937,0.623464,3,43,0,1,0,complete,79.618531,2468.174466,0.535032,1.343940,0.913043,0.233333,0.301281,0.483575,0.549565,1,0.408261,0.021970,-0.000635,0.035311,0.233333,0.679710,0.461566,0.006667,,,136,44,92,0.323529,96,40,0.705882,32,64,28,12,0.441176,0.727273,0.333333,0.304348,0.296296,0.695652,0.457143,0.515810,1.521980,ok,150,150,0.995279,0.995203,0.996243,0.015686,0.316176,0.371739,0.349650,3.665054,0.573188,0.818318,0.623464,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_lipocalin,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,1,"[""lipocalin""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11627.754147,150,10,0.497267,,,,,0.517175,88,0.538982,0.365854,0.996246,0.460587,0.036680,0.491210,0.491283,0.017466,0.007923,0.007923,0.666956,3.713976,0.649918,-3.047019,10,140,0.461578,0.535659,3,40,0,1,0,complete,77.518361,775.183610,0.285714,2.465650,0.204545,0.873418,0.447236,0.511881,0.532883,4,0.479315,0.008043,-0.000625,0.014801,0.204545,0.668872,0.422674,0.006667,,,123,46,77,0.373984,21,102,0.170732,9,12,65,37,0.601626,0.195652,0.428571,0.844156,0.155172,0.155844,0.268657,0.519904,0.876514,ok,150,150,0.995392,0.996246,0.996232,0.007923,0.552846,0.460587,0.179104,3.713976,0.538982,0.666956,0.535659,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_lipocalin,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,2,"[""lipocalin""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11916.063790,150,61,0.638542,,,,,0.643125,60,0.662500,0.528736,0.994147,0.570833,0.067708,0.582215,0.582473,0.035622,0.008895,0.015027,0.574906,1.621015,0.658598,-0.944559,61,89,0.376925,0.523794,4,37,0,0,0,complete,79.440425,4845.865941,0.528736,1.096167,0.575000,0.750000,0.327143,0.633333,0.650833,1,0.583021,0.015507,-0.000118,0.030159,0.575000,0.175000,0.656696,0.000000,,,137,50,87,0.364964,68,69,0.496350,30,38,49,20,0.576642,0.600000,0.441176,0.563218,0.340909,0.436782,0.508475,0.581609,1.385191,ok,150,150,0.995274,0.994147,0.996255,0.015027,0.610294,0.570833,0.417582,1.621014,0.662500,0.574906,0.423314,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_lipocalin,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,3,"[""lipocalin""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11729.912058,150,77,0.662400,,,,,0.668323,21,0.686496,0.593407,0.996507,0.644829,0.017570,0.635066,0.635487,0.036535,0.006837,0.009329,0.592491,1.640555,0.678063,-0.981799,77,73,0.322425,0.381557,8,39,0,3,0,complete,78.199414,6021.354856,0.590909,0.679050,0.541667,0.831325,0.220759,0.657982,0.681024,5,0.638316,0.007298,-0.000049,0.017885,0.541667,0.289659,0.671045,0.020000,,,131,42,89,0.320611,29,102,0.221374,19,10,79,23,0.748092,0.452381,0.655172,0.887640,0.365385,0.112360,0.535211,0.670011,1.150090,ok,150,150,0.996258,0.996507,0.996992,0.009329,0.694656,0.644829,0.523810,1.640555,0.686496,0.592491,0.351678,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:30,esm3_sequential_compression,0,1,groups_lipocalin,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,4,"[""lipocalin""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,11616.015690,150,52,0.583333,,,,,0.583333,144,0.714583,0.666667,0.990149,0.572917,0.010417,0.537542,0.537577,0.039161,0.010800,0.018486,0.696970,1.550290,0.635663,-0.753549,52,98,0.417092,0.498016,2,38,0,0,0,complete,77.440105,4026.885439,0.666667,0.696970,0.854167,0.575000,0.206229,0.558333,0.625417,1,0.558750,0.063093,-0.009970,0.027223,0.575000,0.279167,0.700818,0.000000,,,127,42,85,0.330709,40,87,0.314961,16,24,61,26,0.606299,0.380952,0.400000,0.717647,0.242424,0.282353,0.390244,0.549300,1.111818,ok,150,150,0.990706,0.990149,0.992492,0.018486,0.617188,0.572917,0.436782,1.550290,0.714583,0.696970,0.417232,undefined:pu_unlabeled_positive_fraction;class_imbalance>=1.5
2026-07-04 18:56:32,esm3_sequential_compression,0,1,groups_CRAL-TRIO,1945087,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,,0.0,0.0001,1e-05,64,150,,2,"[""CRAL-TRIO""]",,,,,[],,,,,,,,,,,,16,4,concat,attention_pos_bias,1,0,0,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,0,0,1,0,0.2,,0.0,1.0,,,,,,,0,1,1,10,,1,cross_entropy,,max,,,,,,,,,,,,,,,,,,,,leakyrelu,8,,,,,,,,,,,10680.043504,150,96,0.634338,,,,,0.547313,18,0.639435,0.765152,0.997042,0.533566,0.100772,0.484940,0.484687,0.047149,0.005661,0.007427,0.628134,2.543870,0.681385,-1.853615,96,54,0.474532,0.592184,2,39,0,0,0,complete,71.200290,6835.227843,0.670103,0.789624,0.596330,0.682540,0.277797,0.483035,0.622513,2,0.495653,0.030926,0.000155,0.051146,0.596330,0.086209,0.637980,0.000000,,,171,95,76,0.555556,93,78,0.543860,61,32,44,34,0.614035,0.642105,0.655914,0.578947,0.480315,0.421053,0.648936,0.610526,1.762879,ok,150,150,0.996964,0.997042,0.997280,0.007427,0.476744,0.533566,0.437500,2.543870,0.639435,0.628134,0.463476,undefined:pu_unlabeled_positive_fraction
