label,exclusion_set,seed,axis,test_isolation,test_cross_mean,test_seen_lipid_share,valid_isolation,valid_cross_mean,valid_seen_lipid_share,train_rows,valid_rows,test_rows,test_positives,test_positive_rate,test_proteins,train_positives,test_block_structures,test_train_structures,balanced_accuracy,F1
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_START,3,double_coldsplit,0.7917987704277039,0.5014299154281616,0.0,0.7933385372161865,0.5034323930740356,0.0,879,153,154,65,0.42207792207792205,3,293,646,400,0.437338,0.113636
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_LBP_BPI_CETP,3,double_coldsplit,0.7920119166374207,0.4965505301952362,0.0,0.7932193279266357,0.49628618359565735,0.0,1164,71,70,23,0.32857142857142857,2,388,487,435,0.687789,0.588235
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_LBP_BPI_CETP,1,double_coldsplit,0.79254150390625,0.4973534047603607,0.0,0.7954893708229065,0.49604105949401855,0.0,1164,71,70,23,0.32857142857142857,2,388,469,435,0.555042,0.266667
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_lipocalin,1,double_coldsplit,0.7926064729690552,0.5029802918434143,0.0,0.785979151725769,0.5006834864616394,0.0,981,108,108,36,0.3333333333333333,8,327,471,466,0.5,0.0
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_IP_trans,3,double_coldsplit,0.7926449775695801,0.5008037686347961,0.0,0.7926505208015442,0.49703723192214966,0.0,1089,71,70,23,0.32857142857142857,3,363,466,435,0.588344,0.388889
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_IP_trans,1,double_coldsplit,0.7927776575088501,0.49966710805892944,0.0,0.7895536422729492,0.495665043592453,0.0,1089,71,70,23,0.32857142857142857,3,363,518,435,0.621647,0.47619
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_START,0,double_coldsplit,0.7932908535003662,0.5006573796272278,0.0,0.7940905690193176,0.5041843056678772,0.0,879,153,154,65,0.42207792207792205,3,293,581,400,0.5,0.593607
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_LBP_BPI_CETP,2,double_coldsplit,0.7933973073959351,0.49853432178497314,0.0,0.7947764992713928,0.49923792481422424,0.0,1164,71,70,23,0.32857142857142857,2,388,509,435,0.500463,0.076923
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_IP_trans,0,double_coldsplit,0.7937148809432983,0.4956369698047638,0.0,0.7918747067451477,0.49544763565063477,0.0,1089,71,70,23,0.32857142857142857,3,363,516,435,0.555967,0.333333
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_IP_trans,4,double_coldsplit,0.7939918041229248,0.5002725124359131,0.0,0.793385922908783,0.496542751789093,0.0,1089,71,70,23,0.32857142857142857,3,363,483,435,0.523127,0.242424
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_IP_trans,2,double_coldsplit,0.7941288948059082,0.4964599609375,0.0,0.7959628701210022,0.49922603368759155,0.0,1089,71,70,23,0.32857142857142857,3,363,525,435,0.578168,0.4
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_lipocalin,4,double_coldsplit,0.7944253087043762,0.5030257701873779,0.0,0.7935843467712402,0.5046306848526001,0.0,981,108,108,36,0.3333333333333333,9,327,427,466,0.555556,0.43038
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_START,2,double_coldsplit,0.7944257855415344,0.5035157203674316,0.0,0.7955652475357056,0.5050035119056702,0.0,879,153,154,65,0.42207792207792205,3,293,662,400,0.5,0.593607
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_lipocalin,2,double_coldsplit,0.7954351305961609,0.5058866739273071,0.0,0.7949511408805847,0.5058279037475586,0.0,981,108,108,36,0.3333333333333333,9,327,445,466,0.472222,0.086957
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_lipocalin,3,double_coldsplit,0.7955951690673828,0.49361708760261536,0.0,0.7989298105239868,0.5097296237945557,0.0,981,108,108,36,0.3333333333333333,9,327,357,466,0.416667,0.074074
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_START,4,double_coldsplit,0.7957279682159424,0.5055950880050659,0.0,0.7934696674346924,0.502459704875946,0.0,879,153,154,65,0.42207792207792205,3,293,593,400,0.496456,0.029412
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_lipocalin,0,double_coldsplit,0.796167254447937,0.5073956251144409,0.0,0.7908207178115845,0.5060223340988159,0.0,981,108,108,36,0.3333333333333333,8,327,574,466,0.597222,0.505495
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_LBP_BPI_CETP,0,double_coldsplit,0.7967094779014587,0.49652278423309326,0.0,0.7926602959632874,0.4980211853981018,0.0,1164,71,70,23,0.32857142857142857,2,388,522,435,0.522202,0.148148
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_LBP_BPI_CETP,4,double_coldsplit,0.7979721426963806,0.49511483311653137,0.0,0.7929156422615051,0.4971790015697479,0.0,1164,71,70,23,0.32857142857142857,2,388,497,435,0.489362,0.0
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_scp2,4,double_coldsplit,0.8540821671485901,0.5281709432601929,0.0,0.8554805517196655,0.5378091931343079,0.0,1395,51,51,17,0.3333333333333333,3,465,110,1070,0.485294,0.095238
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_scp2,0,double_coldsplit,0.8572316765785217,0.5325114727020264,0.0,0.8573126792907715,0.5345216393470764,0.0,1395,51,51,17,0.3333333333333333,3,465,101,1070,0.5,0.1
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_scp2,3,double_coldsplit,0.8578332662582397,0.5348188877105713,0.0,0.8596835136413574,0.5353410243988037,0.0,1395,51,51,17,0.3333333333333333,3,465,99,1070,0.602941,0.4
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_scp2,1,double_coldsplit,0.8613103628158569,0.534817099571228,0.0,0.8637935519218445,0.541836678981781,0.0,1395,51,51,17,0.3333333333333333,3,465,123,1070,0.647059,0.529412
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28,groups_scp2,2,double_coldsplit,0.8646889328956604,0.5356754660606384,0.0,0.8491246104240417,0.5337674617767334,0.0,1395,51,51,17,0.3333333333333333,3,465,115,1070,0.632353,0.5
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_rand,random,0,random,1.0,0.6425237655639648,1.0,1.0,0.6439303159713745,1.0,1617,142,143,46,0.32167832167832167,27,542,537,1225,0.694307,0.596491
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_rand,random,1,random,1.0,0.6200743913650513,1.0,0.9995004534721375,0.6410008072853088,0.993006993006993,1617,143,142,45,0.31690140845070425,24,543,494,1224,0.613631,0.495238
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_rand,random,2,random,1.0,0.6266025304794312,1.0,1.0,0.6471702456474304,0.9929577464788732,1617,142,143,43,0.3006993006993007,27,549,473,1226,0.683953,0.5625
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_rand,random,3,random,1.0,0.6333248615264893,1.0,1.0,0.6425608992576599,0.9859154929577465,1617,142,143,48,0.3356643356643357,28,538,487,1217,0.623246,0.518519
geometric_edge_mlp_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_rand,random,4,random,1.0,0.6235138773918152,1.0,1.0,0.6204225420951843,1.0,1617,142,143,45,0.3146853146853147,28,545,583,1226,0.613039,0.504348
