Unnamed: 0,SmileGlobal,SmileFragment,LTPProtein,ProteinDomain,FullIdentityOfLipid,Lipid,ChainFragments,Screen,Interaction,index,OriginalFullIdentityOfLipid,IdentityCorrectionStatus
9449,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SCP2D1,scp2,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
9459,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,SCP2D1,scp2,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
9461,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SCP2D1,scp2,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
9463,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,SCP2D1,scp2,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
9573,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),PG/BMP(36:2),(18:1/18:1),in cellulo,0,34.0,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),ambiguous_unresolved_no_mapping
9597,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),PG/BMP(38:3),(20:2/18:1),in cellulo,0,58.0,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),ambiguous_unresolved_no_mapping
9669,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),PG/BMP(30:1),(16:1/14:0),in vitro,0,132.0,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),ambiguous_unresolved_no_mapping
9677,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),PG/BMP(34:2),(16:1/18:1),in vitro,0,140.0,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),ambiguous_unresolved_no_mapping
9678,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,141.0,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),ambiguous_unresolved_no_mapping
9679,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),PG/BMP(35:2),(17:1/18:1),in vitro,0,142.0,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),ambiguous_unresolved_no_mapping
9687,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),PG/BMP(33:2),(17:1/16:1),in vitro,0,150.0,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),ambiguous_unresolved_no_mapping
9701,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
9708,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
9711,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
9712,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
9715,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,179.0,Bismonoacylglycerolphosphate (33:1);Phosphatidylglycerol (33:1),ambiguous_unresolved_no_mapping
9724,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),PG/BMP(36:2),(18:1/18:1),in vitro,0,188.0,Bismonoacylglycerolphosphate (36:2);Phosphatidylglycerol (36:2),ambiguous_unresolved_no_mapping
9727,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),PG/BMP(35:1),(19:1/16:0),in vitro,0,191.0,Phosphatidylglycerol (35:1);Bismonoacylglycerolphosphate (35:1),ambiguous_unresolved_no_mapping
9752,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,0,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),PG/BMP(32:3),(16:2/16:1),in vitro,0,216.0,Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3),ambiguous_unresolved_no_mapping
9753,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),PG/BMP(28:1),(16:1/12:0),in vitro,0,217.0,Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1),ambiguous_unresolved_no_mapping
9763,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,227.0,Bismonoacylglycerolphosphate (38:2);Phosphatidylglycerol (38:2),ambiguous_unresolved_no_mapping
9766,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,230.0,Bismonoacylglycerolphosphate (34:3);Phosphatidylglycerol (34:3),ambiguous_unresolved_no_mapping
9768,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,SEC14L4,CRAL-TRIO,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),PG/BMP(29:1),(17:1/12:0),in vitro,0,232.0,Phosphatidylglycerol (29:1);Bismonoacylglycerolphosphate (29:1),ambiguous_unresolved_no_mapping
9882,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; ,0,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),PG/BMP(36:2),(18:1/18:1),in cellulo,0,34.0,Phosphatidylglycerol (36:2); Bismonoacylglycerolphosphate (36:2),ambiguous_unresolved_no_mapping
9906,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),PG/BMP(38:3),(20:2/18:1),in cellulo,0,58.0,Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3),ambiguous_unresolved_no_mapping
9980,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),PG/BMP(30:1),(16:1/14:0),in vitro,0,132.0,Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1),ambiguous_unresolved_no_mapping
9988,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),PG/BMP(34:2),(16:1/18:1),in vitro,0,140.0,Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2),ambiguous_unresolved_no_mapping
9989,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),PG/BMP(33:1),(17:1/16:0),in vitro,0,141.0,Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1),ambiguous_unresolved_no_mapping
9990,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),PG/BMP(35:2),(17:1/18:1),in vitro,0,142.0,Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2),ambiguous_unresolved_no_mapping
9998,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),PG/BMP(33:2),(17:1/16:1),in vitro,0,150.0,Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2),ambiguous_unresolved_no_mapping
10012,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),PG/BMP(37:2),(19:1/18:1),in vitro,0,164.0,Bismonoacylglycerolphosphate (37:2);Phosphatidylglycerol (37:2),ambiguous_unresolved_no_mapping
10020,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),PG/BMP(34:3),(16:1/18:2),in vitro,0,172.0,Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3),ambiguous_unresolved_no_mapping
10023,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,0,SEC14L5,CRAL-TRIO,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),PG/BMP(38:2),(19:1/19:1),in vitro,0,175.0,Phosphatidylglycerol (38:2);Bismonoacylglycerolphosphate (38:2),ambiguous_unresolved_no_mapping
10024,0,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O; [H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O; ,SEC14L5,CRAL-TRIO,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),PG/BMP(37:1),(19:1/18:0),in vitro,0,176.0,Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1),ambiguous_unresolved_no_mapping
