LTP,Lipid,Lipid Chains,Lipid SMILES,Lipid Volumes (Å3)
STARD11,TAG(47:2),Triacylglycerol (47:2) => (16:1/16:1/15:0),C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,729.14800000000002
STARD11,TAG(48:3),Triacylglycerol (48:3) => (16:1/16:1/16:1),C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,742.74199999999996
STARD11,TAG(50:2),Triacylglycerol (50:2),C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,767.76099999999997
STARD11,TAG(53:2),Triacylglycerol (53:2),C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,810.25699999999995
STARD2,PC(30:0),Phosphatidylcholine (30:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,617.6345
STARD2,PC(30:1),Phosphatidylcholine (30:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,616.72866666666664
STARD2,PC(31:0),Phosphatidylcholine (31:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.33600000000001
STARD2,PC(31:1),Phosphatidylcholine (31:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,630.34975000000009
STARD2,PC(32:0),Phosphatidylcholine (32:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,646.07399999999996
STARD2,PC(32:1),Phosphatidylcholine (32:1) => (16:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,643.02459999999996
STARD2,PC(32:1),Phosphatidylcholine (32:1) => (16:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,643.02459999999996
STARD2,PC(32:2),Phosphatidylcholine (32:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.37300000000005
STARD2,PC(32:2),: Phosphatidylcholine (32:2) => (16:1/16:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,641.53949999999998
STARD2,PC(33:1),Phosphatidylcholine (33:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,658
STARD2,PC(33:1),Phosphatidylcholine (33:1) => (17:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,657.35400000000004
STARD2,PC(34:1),Phosphatidylcholine (34:1) => (18:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,671.3506666666666
STARD2,PC(34:1),Phosphatidylcholine (34:1) =>(18:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,671.3506666666666
STARD2,PC(34:2),Phosphatidylcholine (34:2) => (18:1/16:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(/C=C\CCCCCCCCCCCCC)=O,669.79433333333338
STARD2,PC(34:2),Phosphatidylcholine (34:2) =>(18:2/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C=C/CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,670.78399999999999
STARD2,PC(34:3),Phosphatidylcholine (34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O,668.99699999999996
STARD2,PC(34:3),Phosphatidylcholine (34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O,668.88599999999997
STARD2,PC(34:4),Phosphatidylcholine (34:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,667.72699999999998
STARD2,PC(35:1),Phosphatidylcholine (35:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCCCC)=O,682.96100000000001
STARD2,PC(35:1),Phosphatidylcholine (35:1) => (18:1/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,684.64
STARD2,PC(35:2),Phosphatidylcholine (35:2) => (18:2/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,681.91499999999996
STARD2,PC(35:4),Phosphatidylcholine (35:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,682.048
STARD2,PC(36:1),Phosphatidylcholine (36:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,698.15824999999995
STARD2,PC(36:1),Phosphatidylcholine (36:1) =>(18:1/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,698.58525000000009
STARD2,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,695.971
STARD2,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,696.2165
STARD2,PC(36:3),Phosphatidylcholine (36:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,695.21299999999997
STARD2,PC(36:3),Phosphatidylcholine (36:3) =>(18:2/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O,697.17100000000005
STARD2,PC(36:4),Phosphatidylcholine (36:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O,686.34799999999996
STARD2,PC(36:4),Phosphatidylcholine (36:4) =>(20:4/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,692.75933333333342
STARD2,PC(36:4),Phosphatidylcholine (36:4) => (18:2/18:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,691.14200000000005
STARD2,PC(36:5),Phosphatidylcholine (36:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,691.22699999999998
STARD2,PC(36:5),Phosphatidylcholine (36:5) => (20:4/16:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,690.62
STARD2,PC(36:6),Phosphatidylcholine (36:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,690.58699999999999
STARD2,PC(37:4),Phosphatidylcholine (37:4) => (20:4/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,706.90200000000004
STARD2,PC(37:5),Phosphatidylcholine (37:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,705.68200000000002
STARD2,PC(38:2),Phosphatidylcholine (38:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCCCC)=O,721.74099999999999
STARD2,PC(38:3),Phosphatidylcholine (38:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,722.91600000000005
STARD2,PC(38:3),Phosphatidylcholine (38:3) => (20:3/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,721.72500000000002
STARD2,PC(38:4),Phosphatidylcholine (38:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,720.71749999999997
STARD2,PC(38:4),Phosphatidylcholine (38:4) =>(20:4/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,719.10200000000009
STARD2,PC(38:4),Phosphatidylcholine (38:4) => (22:4/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,721.87900000000002
STARD2,PC(38:5),Phosphatidylcholine (38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,718.36
STARD2,PC(38:5),Phosphatidylcholine (38:5) =>(22:5/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,720.31700000000001
STARD2,PC(38:6),Phosphatidylcholine (38:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,717.45500000000004
STARD2,PC(38:6),Phosphatidylcholine (38:6) => (16:0/22:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCC)=O,720.01199999999994
STARD2,PC(38:6),Phosphatidylcholine (38:6) => (20:4/18:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,718.06200000000001
STARD2,PC(38:7),Phosphatidylcholine (38:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,714.69799999999998
STARD2,PC(38:7),Phosphatidylcholine (38:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,715.36
STARD2,PC(39:4),Phosphatidylcholine (39:4) => (22:4/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,735.46
STARD2,PC(39:5),Phosphatidylcholine (39:5) => (22:5/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCC)=O,732.87599999999998
STARD2,PC(39:6),Phosphatidylcholine (39:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,733.31100000000004
STARD2,PC(40:4),Phosphatidylcholine (40:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,746.62599999999998
STARD2,PC(40:5),Phosphatidylcholine (40:5) =>(22:5/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,746.26350000000002
STARD2,PC(40:5),Phosphatidylcholine (40:5) => (22:5/18:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,746.26350000000002
STARD2,PC(40:6),Phosphatidylcholine (40:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C=C/C=C\C=C/C=C\C=C\CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,742.81899999999996
STARD2,PC(40:6),Phosphatidylcholine (40:6) => (18:0/22:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,747.72799999999995
STARD2,PC(40:6),Phosphatidylcholine (40:6) => (22:5/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O,743.37199999999996
STARD2,PC(40:7),Phosphatidylcholine (40:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,742.83500000000004
STARD2,PC(40:7),Phosphatidylcholine (40:7) => (18:1/22:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,744.36199999999997
STARD2,PC(40:8),Phosphatidylcholine (40:8),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,742.81799999999998
STARD2,PC(42:10),Phosphatidylcholine (42:10),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,767.18299999999999
STARD2,PC(42:8),Phosphatidylcholine (42:8),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,767.79600000000005
STARD2,PC(O-32:1),Phosphatidylcholine (O-32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,639.51
STARD2,PC(O-32:1),Phosphatidylcholine (O-32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COCCCCCCCCCCCCCCCC,636.32399999999996
STARD2,PC(O-32:2),Phosphatidylcholine (O-32:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCC/C=C\CCCCCC,636.61599999999999
STARD2,PC(O-32:3),Phosphatidylcholine (O-32:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCC,634.07299999999998
STARD2,PC(O-33:3),Phosphatidylcholine (O-33:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)CO/C=C\CCCCCCCCCCCCCC,646.76900000000001
STARD2,PC(O-34:1),Phosphatidylcholine (O-34:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)([O-])OCC[N+](C)(C)C)COCCCCCCCCCCCCCCCC,663.97299999999996
STARD2,PC(O-34:1),Phosphatidylcholine (O-34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COCCCCCCCCCCCCCCCCCC,663.24450000000002
STARD2,PC(O-34:2),Phosphatidylcholine (O-34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,662.04200000000003
STARD2,PC(O-34:2),Phosphatidylcholine (O-34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,662.19849999999997
STARD2,PC(O-34:3),Phosphatidylcholine (O-34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC,662.85199999999998
STARD2,PC(O-34:4)/LPC(34:4),Phosphatidylcholine (O-34:4);Lysophosphatidylcholine (34:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC)=O,671.14599999999996
STARD2,PC(O-34:5)/LPC(34:5),Lysophosphatidylcholine (34:5);Phosphatidylcholine (O-34:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COCCCCC/C=C\C/C=C\CCCCCC,660.38300000000004
STARD2,PC(O-35:5),Phosphatidylcholine (O-35:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC)=O,682.35599999999999
STARD2,PC(O-36:1),Phosphatidylcholine (O-36:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCCCC)=O)COCCCCCCCCCCCCCCCC,691.04399999999998
STARD2,PC(O-36:2),Phosphatidylcholine (O-36:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,688.00199999999995
STARD2,PC(O-36:2),Phosphatidylcholine (O-36:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCC/C=C\CCCCCC,688.88300000000004
STARD2,PC(O-36:3),Phosphatidylcholine (O-36:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCC/C=C\CCCCCCCC,689.52800000000002
STARD2,PC(O-36:4)/LPC(36:4),Phosphatidylcholine (O-36:4); Lysophosphatidylcholine (36:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCC,687.9766666666668
STARD2,PC(O-36:4)/LPC(36:4),Lysophosphatidylcholine (36:4);Phosphatidylcholine (O-36:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCC,687.9766666666668
STARD2,PC(O-36:5)/LPC(36:5),Phosphatidylcholine (O-36:5);Lysophosphatidylcholine (36:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCC/C=C\CCCCCC,686.69500000000005
STARD2,PC(O-36:5)/LPC(36:5),Phosphatidylcholine (O-36:5); Lysophosphatidylcholine (36:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCC/C=C\CCCCCC,686.69500000000005
STARD2,PC(O-36:6)/LPC(36:6),Phosphatidylcholine (O-36:6);Lysophosphatidylcholine (36:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCC/C=C\C/C=C\CCCCCC,687.31100000000004
STARD2,PC(O-37:4),Phosphatidylcholine (O-37:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCC,699.48699999999997
STARD2,PC(O-37:6),Phosphatidylcholine (O-37:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCC/C=C\C/C=C\CCCCCCC,698.65599999999995
STARD2,PC(O-37:7),Phosphatidylcholine (O-37:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COCCCCC/C=C\C/C=C\CCCCCC,660.38300000000004
STARD2,PC(O-38:5)/LPC(38:5),Lysophosphatidylcholine (38:5); Phosphatidylcholine (O-38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC,717.46350000000007
STARD2,PC(O-38:5)/LPC(38:5),Lysophosphatidylcholine (38:5);Phosphatidylcholine (O-38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC,717.46350000000007
STARD2,PC(O-38:6),Phosphatidylcholine (O-38:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC,718.44
STARD2,PC(O-38:7),Phosphatidylcholine (O-38:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCC,712.00433333333331
STARD2,PC(O-38:7),Phosphatidylcholine (O-38:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCC,712.00433333333331
STARD2,PC(O-38:8),Phosphatidylcholine (O-38:8),C1CC2C3C4CCC4C3C2CC1CCCCCC(=O)OC[C@@](OCCCCCCCCC1CC2C3C4CCC4C3C2CC1)(COP(=O)([O-])OCC[N+](C)(C)C)[H],671.78899999999999
STARD2,PC(O-40:6),Phosphatidylcholine (O-40:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,733.85699999999997
STARD2,PC(O-40:7),Phosphatidylcholine (O-40:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCCCC,738.92149999999992
TTPA,PA(32:1),Phosphatidate (32:1) => (16:0/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,561.96124999999995
TTPA,PA(34:2),Phosphatidate (34:2) => (18:1/16:1),[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,586.91000000000008
TTPA,PG(30:1),Phosphatidylglycerol (30:1) => (14:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,590.92875000000004
TTPA,PG(30:1),Phosphatidylglycerol (30:1) => (16:1/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,590.92875000000004
TTPA,PG(32:2),Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,615.60400000000004
TTPA,PG(35:2),Phosphatidylglycerol (35:2) => (18:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
