label,exclusion_set,seed,axis,test_isolation,test_cross_mean,test_seen_lipid_share,test_protein_isolation,test_protein_cross_mean,test_block_proteins,test_train_proteins,protein_descriptors,valid_isolation,valid_cross_mean,valid_seen_lipid_share,valid_protein_isolation,train_rows,valid_rows,test_rows,test_positives,test_positive_rate,test_proteins,train_positives,test_block_structures,test_train_structures,TP,FP,TN,FN,balanced_accuracy,F1,TP_share,FP_share,TN_share,FN_share
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_GLTP,1,double_coldsplit,0.6923654675483704,0.3697913885116577,0.0,0.7114846758916042,0.4235199654501848,2,33,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7026354670524597,0.35342323780059814,0.0,0.7114846758916042,1713,48,46,23,0.5,2,571,94,1118,2.0,1.0,33.0,31.0,0.515597,0.111111,0.029850746268656716,0.014925373134328358,0.4925373134328358,0.4626865671641791
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_GLTP,0,double_coldsplit,0.7016840577125549,0.3574310541152954,0.0,0.7114846758916042,0.4235199654501848,2,33,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7017865777015686,0.354512482881546,0.0,0.7114846758916042,1713,48,46,23,0.5,2,571,85,1118,5.0,3.0,31.0,28.0,0.53164,0.243902,0.07462686567164178,0.04477611940298507,0.4626865671641791,0.417910447761194
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_START,1,double_coldsplit,0.7886762022972107,0.5051023364067078,0.0,0.7875839060596919,0.45287611186964016,3,30,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7923375368118286,0.5075991749763489,0.0,0.7875839060596919,1059,116,117,55,0.4700854700854701,3,353,587,465,33.0,41.0,160.0,111.0,0.512593,0.302752,0.09565217391304348,0.11884057971014493,0.463768115942029,0.3217391304347826
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_START,0,double_coldsplit,0.7919806838035583,0.5070051550865173,0.0,0.7875839060596919,0.45287611186964016,3,30,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7886091470718384,0.5031343698501587,0.0,0.7875839060596919,1059,116,117,55,0.4700854700854701,3,353,601,465,94.0,109.0,96.0,46.0,0.569861,0.548105,0.27246376811594203,0.3159420289855073,0.2782608695652174,0.13333333333333333
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_LBP_BPI_CETP,1,double_coldsplit,0.79254150390625,0.4973534047603607,0.0,0.7623111940352378,0.44145857860106397,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7954893708229065,0.49604105949401855,0.0,0.7623111940352378,1164,71,70,23,0.32857142857142857,2,388,469,435,60.0,37.0,150.0,76.0,0.621658,0.515021,0.18575851393188855,0.11455108359133127,0.46439628482972134,0.23529411764705882
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_lipocalin,1,double_coldsplit,0.7926064729690552,0.5029802918434143,0.0,0.6766998159137416,0.3673031575757044,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.785979151725769,0.5006834864616394,0.0,0.7244575551645184,981,108,108,36,0.3333333333333333,8,327,471,466,106.0,140.0,113.0,64.0,0.535085,0.509615,0.25059101654846333,0.3309692671394799,0.26713947990543735,0.15130023640661938
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_IP_trans,1,double_coldsplit,0.7927776575088501,0.49966710805892944,0.0,0.6479859994938734,0.3418692877412127,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7895536422729492,0.495665043592453,0.0,0.6479859994938734,1089,71,70,23,0.32857142857142857,3,363,518,435,92.0,91.0,117.0,57.0,0.589975,0.554217,0.25770308123249297,0.2549019607843137,0.3277310924369748,0.15966386554621848
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_IP_trans,0,double_coldsplit,0.7937148809432983,0.4956369698047638,0.0,0.6479859994938734,0.3418692877412127,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7918747067451477,0.49544763565063477,0.0,0.6479859994938734,1089,71,70,23,0.32857142857142857,3,363,516,435,93.0,83.0,125.0,56.0,0.612561,0.572308,0.2605042016806723,0.23249299719887956,0.35014005602240894,0.1568627450980392
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_lipocalin,0,double_coldsplit,0.796167254447937,0.5073956251144409,0.0,0.7163305238212603,0.3894216464668479,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7908207178115845,0.5060223340988159,0.0,0.6870262190204902,981,108,108,36,0.3333333333333333,8,327,574,466,5.0,9.0,251.0,158.0,0.49803,0.056497,0.01182033096926714,0.02127659574468085,0.5933806146572104,0.3735224586288416
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_CRAL-TRIO,1,double_coldsplit,0.7966333031654358,0.5315373539924622,0.0,0.7041516665508666,0.3887972059162622,6,24,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.797379732131958,0.5325154066085815,0.0,0.7041516665508666,1077,112,110,63,0.5727272727272728,6,359,212,976,82.0,41.0,92.0,66.0,0.622892,0.605166,0.2918149466192171,0.14590747330960854,0.3274021352313167,0.23487544483985764
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_LBP_BPI_CETP,0,double_coldsplit,0.7967094779014587,0.49652278423309326,0.0,0.7623111940352378,0.44145857860106397,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7926602959632874,0.4980211853981018,0.0,0.7623111940352378,1164,71,70,23,0.32857142857142857,2,388,522,435,72.0,47.0,139.0,65.0,0.63643,0.5625,0.22291021671826625,0.14551083591331268,0.43034055727554177,0.20123839009287925
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_CRAL-TRIO,0,double_coldsplit,0.8007010221481323,0.5303239822387695,0.0,0.7041516665508666,0.3887972059162622,6,24,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7989367842674255,0.5350192785263062,0.0,0.7041516665508666,1077,112,110,63,0.5727272727272728,6,359,179,976,77.0,69.0,71.0,64.0,0.526621,0.536585,0.27402135231316727,0.24555160142348753,0.2526690391459075,0.2277580071174377
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_scp2,0,double_coldsplit,0.8572316765785217,0.5325114727020264,0.0,0.6511013099375234,0.3599206998363477,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8573126792907715,0.5345216393470764,0.0,0.6511013099375234,1395,51,51,17,0.3333333333333333,3,465,101,1070,61.0,65.0,128.0,47.0,0.614014,0.521368,0.2026578073089701,0.2159468438538206,0.42524916943521596,0.15614617940199335
bbp_dcs_smd_fa_pockets_only_nps3mlp_dpt01_gm_plm8_hid8_wd001_ep120,groups_scp2,1,double_coldsplit,0.8613103628158569,0.534817099571228,0.0,0.6511013099375234,0.3599206998363477,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8637935519218445,0.541836678981781,0.0,0.6511013099375234,1395,51,51,17,0.3333333333333333,3,465,123,1070,55.0,76.0,119.0,51.0,0.564562,0.464135,0.18272425249169436,0.25249169435215946,0.3953488372093023,0.16943521594684385
