LTPProtein,STARD10,STARD11,STARD2
STARD10,0.7508160411492882,0.5828867144526952,0.7810507726088494
STARD11,0.5828867144526952,0.5893947048611111,0.6159719715202567
STARD2,0.7810507726088494,0.615971940182511,0.8773606033717514
